text,x_corr,y_corr
"greater rate of 
temperature 
",208.175502032,182.04427788800047
"decrease 
",220.109865872,194.68704867200051
"black 
",134.22037216,219.4309564
"black 
",134.22037216,240.4356464
"white 
",134.22037216,261.4120464
"white 
",134.22037216,282.41674639999997
"black 
",229.8965536,219.4309564
"white 
",229.8965536,240.4356464
"black 
",229.8965536,261.4120464
"white 
",229.8965536,282.41674639999997
" 
 
19  A liquid is heated in a beaker. 
 
",49.60629,335.3970587520001
"liquid
",317.08125040000004,375.415593
"heating
",261.04401,440.015918
" 
",343.7291,443.7364464
"The  density  of  the  liquid  changes  as  its  temperature  increases.  This  causes  energy  to  be 
transferred throughout the liquid. 
",70.89509072000003,479.368072864
"How does the density change and what is this energy transfer process? 
",70.86660486400002,504.653614432
" 
",49.60669766400002,454.05404544
" 
",49.60669766400002,492.010843648
" 
",49.60669766400002,517.296385216
" 
",85.06773894400003,541.135417216
"A 
",81.0992,568.9782
"B 
",81.0992,589.983
"C 
",81.0992,610.9877
"D 
",81.0992,631.9924
"density 
",127.86691270400003,541.135417216
"energy transfer 
",200.437655424,534.8145267519999
"process 
",218.15376816000003,547.4572975359999
"decreases 
",119.90595456,571.4088464
"conduction 
",210.82103862399998,571.4088464
"decreases 
",119.90595456,592.4136464000001
"convection 
",211.15418016,592.4136464000001
"increases 
",121.74807657599999,613.4183464
"conduction 
",210.820818656,613.4183464
"increases 
",121.74807657599999,634.4230464
"convection 
",211.15396019199997,634.4230464
" 
 
20  Sound waves of frequency 2.0 kHz travel through a substance at a speed of 800 m / s. 
",49.60629,674.760683824
"What is the wavelength of the waves? 
",70.86725151999997,698.4012271839999
"A  0.40 m 
",70.86725151999997,722.0423979679999
"B  2.5 m 
",170.106707664,722.0419464
"C  400 m 
",269.34810512,722.0419464
"D  1600 m 
",368.56015056,722.0419464
" 
 
",49.60738006399998,747.355973824
"© UCLES 2016 
",49.60629,803.48849
"0625/21/M/J/16 
",270.12609378999997,803.48849
"[Turn over 
",491.3008,803.48849
"21  Which row shows the natures of light waves, sound waves and X-rays? 
 
",49.60629,87.8753171840001
"10 
",291.60001,48.87034640000002
" 
",84.6141972,104.62797008000007
"A 
",80.64571,125.41279999999995
"B 
",80.64571,146.38930000000005
"C 
",80.64571,167.394
"D 
",80.64571,188.39869999999996
"light waves 
",110.83438280000001,104.62797008000007
"sound waves 
",185.3375444,104.62797008000007
"X-rays 
",280.99062920000006,104.62797008000007
"longitudinal 
",110.21050903999999,127.84344639999995
"longitudinal 
",189.653931952,127.84344639999995
"transverse 
",271.2530412640001,127.84344639999995
"longitudinal 
",110.21050903999999,148.81994640000005
"transverse 
",191.79301076800002,148.81994640000005
"longitudinal 
",269.0555609440001,148.81994640000005
"transverse 
",112.36509559999999,169.8246464
"longitudinal 
",189.64095384,169.8246464
"transverse 
",271.23918328,169.8246464
"transverse 
",112.36509559999999,190.82934639999996
"transverse 
",191.78014264,190.82934639999996
"longitudinal 
",269.0395032800001,190.82934639999996
" 
 
22  The diagram shows light travelling from air into glass. 
 
",49.60629,243.80965875200013
"Four angles v, w, x and y are shown. 
",70.894683056,256.4524295360002
" 
",49.60629000000003,269.1236861760002
" 
",49.606750559999966,434.75015544
"normal
",327.5656984151,281.29649860099994
"light
",254.15194992899995,294.6284843699
"air
glass
",223.93991553099997,365.504766041
"w
",300.8319726131,333.315121907
"v
",292.83659,345.64169
"y
",319.5009475111,360.896189231
"x
",316.4986527021,401.817931526
" 
",373.7197,424.4325564
"Which formula is used to calculate the refractive index n of the glass? 
",70.89514361599997,447.42141208000004
"A  n = 
",70.866547776,479.73581112000005
" sin
",113.81124223999998,469.87933296
"v
",129.45866592,469.87933296
" sin
",113.41419999999998,486.6035
"y
",129.9118,486.6035
" 
",139.74766911999998,479.737088896
"B  n = 
",170.10655264,479.737088896
" sin
",212.88395872409998,469.850257191
"v
",228.557818089,469.850257191
" sin
",212.656067748,486.5751
"x
",229.3512,486.5751
" 
",238.02521,479.7364464
"C  n = 
",269.34755336,479.7364464
" sin
",311.924411344,469.87933296
"w
",327.57172504,469.87933296
" sin
",312.68979,486.6035
"y
",329.18739,486.6035
" 
",339.249936144,479.737088896
"D  n = 
",368.559572304,479.737088896
" sin
",411.10863509480004,469.850257191
"w
",426.756415193,469.850257191
" sin
",412.0725776108,486.5751
"x
",428.71181,486.5751
" 
",438.4346,479.7364464
" 
 
23  The diagram shows a converging lens forming an image of an object. 
 
",49.60706496,542.014006528
"X
",107.2346,576.0889369
"image
",145.56529,635.5180469
"object
",258.39170968,635.0193519629
" 
",49.60792022399994,677.65093544
"Which statement about the image is correct? 
",70.89631327999994,690.2937062240001
"A 
",70.86782742399994,711.504230608
"B 
",70.86782742399993,733.132694192
"C 
",70.86782742399993,754.789643632
"D 
",70.89642326399994,776.474089072
"It is real and can be seen by an eye at X. 
",92.09913878399993,713.9348770080001
"It is real and can be seen by an eye at Y. 
",92.09913878399993,735.563340592
"It is virtual and can be seen by an eye at X. 
",92.09913878399993,757.220290032
"It is virtual and can be seen by an eye at Y. 
",92.15633046399994,778.904735472
"Y
",480.54449,649.6679469000001
" 
",488.2394,667.3333364
"© UCLES 2016 
",49.60629,804.11211
"0625/21/M/J/16 
",270.12609378999997,804.11211
" 
",545.681243088,804.11211
"11 
",291.60001,48.87034640000002
"24  A sound wave travels through air as a series of compressions and rarefactions. 
 
",49.60629,87.8753171840001
"Which  row  correctly  compares  the  air  pressure  in  a  compression  and  the  air  pressure  in  a 
rarefaction to the air pressure nearby where there is no sound wave? 
",70.8661972,113.1608587520002
" 
",49.60629,125.80362953600024
" 
",85.06733128,149.64266153600022
"A 
",81.0992,177.48540000000003
"B 
",81.0992,198.49009999999998
"C 
",81.0992,219.49480000000005
"D 
",81.0992,240.4995
"air pressure in 
a compression 
",113.101043056,155.96454185600032
"air pressure in 
a rarefaction 
",213.191872272,155.96454185600032
"higher 
",133.56816704,179.91604640000003
"higher 
",133.56816704,200.92074639999998
"lower 
",135.722863584,221.92544640000006
"lower 
",135.722863584,242.9301464
"higher 
",232.807060192,179.91604640000003
"lower 
",234.940309856,200.92074639999998
"higher 
",232.78583328000002,221.92544640000006
"lower 
",234.9228224,242.9301464
" 
 
25  A sound wave has a certain amplitude and a certain frequency. 
 
",49.60629,295.9105446080001
"A second sound wave is quieter and lower in pitch than the first sound wave. 
",70.8661972,308.5533153920002
" 
",49.60629,321.2245720320002
"The second wave has 
",70.8661972,333.8673428160002
"A  a larger amplitude and a greater frequency. 
",70.8661972,357.4798077760002
"B  a larger amplitude and a smaller frequency. 
",70.86619719999999,379.1367572160002
"C  a smaller amplitude and a greater frequency. 
",70.86619719999999,400.7652208000002
"D  a smaller amplitude and a smaller frequency. 
",70.89479304,422.44966624000017
" 
 
26  What is an electric field? 
",49.606180015999996,460.4064644480002
"A  a region around a wire carrying an electric current in which a compass needle experiences a 
",70.866087216,484.0476352320002
"force 
",92.09739857599999,496.6617001920002
"B  a region in which an electric charge experiences a force 
",70.86608721599998,518.3186496320002
"C  a region in which an electric charge is attracted by the Earth’s gravity 
",70.86608721599998,539.9755990720003
"D  a region through which electromagnetic radiation is passing 
",70.86608721599998,561.6600445120002
" 
 
",49.60618001599999,586.9455860800001
"© UCLES 2016 
",49.60629,803.48849
"0625/21/M/J/16 
",270.12609378999997,803.48849
"[Turn over 
",491.3008,803.48849
"12 
",291.60001,48.87034640000002
"27  A negatively charged rod is held close to one side of a metal sphere. The other side of the sphere 
",49.60629,75.23254640000005
"is earthed. 
",70.8661972,87.8753171840001
" 
",49.60629,100.51808796800015
" 
",49.60629,125.80362953600024
"Which diagram shows the distribution of charge on the metal sphere? 
B
",70.894683056,135.19489999999996
"A
",200.6869,135.19489999999996
"––
––
",169.567745076,186.82954582180002
"–
–
–
–
",224.556745076,190.663776654
"C
",200.4828,268.50729
"+
+
",205.76109,322.6844470840001
"+
+
",226.71629812,322.6844470840001
"––––
",169.56820415599998,320.14336560210006
" 
 
28  A cell is connected to a lamp, as shown. 
 
",49.6069248,411.421843648
"+–
",285.00098194199995,423.11686199999997
"––––
",365.52909395800003,186.82987577109998
"+
+
",401.7216,189.3719470840001
"–
–
",422.82857776000003,189.3719470840001
"D
",396.4427,268.50729
"++
+
+
",398.05667654,325.0176351
"––––
",365.52909395800003,320.14336560210006
" 
",467.7166,363.1474464
"A charge of 4.0 C flows through the lamp in 2.0 s. 
",70.86646911999999,523.7017464
" 
",344.2394,500.7411464
"What is the direction of the electron flow in the lamp and what is the current in the lamp? 
",70.86624263999998,549.015773824
" 
",85.06737671999998,585.4689807679999
"A 
",81.0992,613.3405
"B 
",81.0992,634.3452
"C 
",81.0992,655.3498999999999
"D 
",81.0992,676.32629
"direction of electron 
",114.26372935999999,579.148090304
"flow in lamp 
",133.19956465599998,591.819346944
"current / A 
",264.414876016,585.469970624
"from left to right 
",124.04355264,615.7711464
"from left to right 
",124.04355264,636.7758464
"from right to left 
",124.04355264,657.7805464
"from right to left 
",124.04355264,678.7569364
"2.0 
",280.562992864,615.7711464
"8.0 
",280.562992864,636.7758464
"2.0 
",280.59477824,657.7805464
"8.0 
",280.59477824,678.7569364
" 
",49.60656191999999,511.05874544
" 
",49.60633543999998,536.37300304
" 
",49.60633543999998,561.658544608
" 
 
",49.60629,706.451717184
"© UCLES 2016 
",49.60629,804.11211
"0625/21/M/J/16 
",270.12609378999997,804.11211
" 
",545.681243088,804.11211
"29  The diagrams show four current-voltage graphs. 
 
",49.60629,87.8753171840001
"13 
",291.60001,48.87034640000002
" 
",49.60629,113.1608587520002
" 
",49.60691759999992,229.80525544
"Which two graphs show the characteristics of an ohmic resistor and of a filament lamp? 
",70.8661972,100.51808796800015
"W
",126.7088186,124.84728561599991
"X
",252.142501015,124.84728561599991
"Y
",376.15118749999993,124.84728561599991
"Z
",500.27697855,124.84728561599991
"current
",54.2551,150.27392299999997
"current
",178.1667,150.27392299999997
"current
",302.07629,150.27392299999997
"current
",425.98981,150.27392299999997
"0
",81.06904106500002,204.51953489899995
"0
",90.81811146500002,215.76658358199995
" 
",86.71221967999992,253.64428743999997
"A 
",82.7433,281.48848999999996
"B 
",82.7433,302.49319
"C 
",82.7433,323.49789
"D 
",82.7433,344.5027
"voltage
",124.7444865,214.95795211299992
"0
",205.03709,204.46193300000004
"0
",214.7861604,215.70898168300005
"voltage
",248.65718635,214.95795211299992
"0
",329.007672615,204.4049669860001
"0
",338.756743015,215.65300542600005
"voltage
",372.56776621499995,214.95795211299992
"0
",452.977265365,204.347781026
"0
",462.726335765,215.594829709
"voltage
",496.48029635,214.95795211299992
